Name,Profit,Buy Price,Sell Price,Demand,Supply,Margin
"Cavalier's Pearl Sabre",14876.6,42068,66996,47,13,35.363221450984
"Shaman's Pearl Sabre",10654.15,25128,42099,83,9,42.399514485833
"Rabid Pearl Bludgeoner",5716.95,11185,19887,50,28,51.112650871703
"Dire Pearl Bludgeoner",6537.3,11190,20858,41,36,58.42091152815
"Magi's Pearl Bludgeoner",14243.15,11067,29779,48,14,128.69928616608
"Soldier's Pearl Bludgeoner",9328,17870,32000,47,38,52.199216564074
"Settler's Pearl Bludgeoner",5495,11503,20000,39,16,47.770146918195
"Cavalier's Pearl Bludgeoner",6214.25,12301,21785,39,38,50.518250548736
"Shaman's Pearl Bludgeoner",5253.3,11573,19798,35,17,45.392724444828
"Rabid Pearl Shell",5113.2,11504,19552,48,33,44.447148817803
"Dire Pearl Shell",5096.1,11873,19966,51,13,42.921755242988
"Settler's Pearl Shell",7066.8,10618,20808,63,23,66.554906762102
"Cavalier's Pearl Shell",14084.1,20004,40106,48,14,70.406418716257
"Rabid Pearl Reaver",5312.35,15571,24571,62,23,34.116948172885
"Dire Pearl Reaver",6393,14005,24000,74,39,45.647982863263
"Magi's Pearl Reaver",7913.65,12475,23989,76,47,63.436072144289
"Soldier's Pearl Reaver",11658.8,20272,37568,68,53,57.51183898974
"Settler's Pearl Reaver",10712.1,13567,28566,43,11,78.957028082848
"Cavalier's Pearl Reaver",22568.05,27370,58753,60,15,82.45542564852
"Rabid Pearl Broadsword",7587.1,30122,44366,98,63,25.187902529712
"Magi's Pearl Broadsword",5740.8,30202,42288,167,55,19.00801271439
"Settler's Pearl Broadsword",4531.3,30400,41098,94,27,14.905592105263
"Cavalier's Pearl Broadsword",8303.8,34099,49888,67,22,24.352033783982
"Shaman's Pearl Crusher",5948.3,16998,26998,63,31,34.994116954936
"Rabid Pearl Impaler",4649.7,12503,20182,38,21,37.188674718068
"Dire Pearl Impaler",5856.25,11333,20225,96,45,51.67431395041
"Magi's Pearl Impaler",5863,11900,20900,43,14,49.268907563025
"Soldier's Pearl Impaler",11299.95,15105,31067,73,57,74.809334657398
"Settler's Pearl Impaler",5804.45,11106,19897,59,30,52.264091482082
"Cavalier's Pearl Impaler",3650.85,13501,20181,66,38,27.041330271832
"Shaman's Pearl Impaler",6289,10709,20000,41,36,58.726304977122
"Assassin's Pearl Carver",17221.3,30375,55998,102,46,56.695637860082
"Assassin's Pearl Sabre",37389.75,30604,79995,71,34,122.1727551954
"Assassin's Krait Morning Star",2023.3,2223,4998,37,12,91.016644174539
"Assassin's Pearl Bludgeoner",9126.75,16367,29995,55,14,55.763120914034
"Hunter's Bandit Ward",4536.15,3111,8999,76,41,145.8100289296
"Hunter's Dredge Barricade",5098.15,3773,10439,28,22,135.12191889743
"Assassin's Pearl Shell",6635.8,10352,19988,37,28,64.101622874807
"Hunter's Bandit Cleaver",3906.3,5440,10998,69,26,71.806985294118
"Assassin's Ogre Cleaver",6385.3,2961,10998,79,45,215.64674096589
"Assassin's Pearl Reaver",10789.75,29171,47015,78,41,36.98793322135
"Hunter's Bandit Sunderer",4814.15,5468,12099,29,17,88.042245793709
"Assassin's Ogre Longsword",5270,4758,11800,25,8,110.76082387558
"Assassin's Pearl Broadsword",9590.5,36299,53990,134,65,26.420838039615
"Assassin's Pearl Crusher",4123.35,20602,29091,77,14,20.014318998156
"Hunter's Dredge Spear",4504.3,4417,10498,52,18,101.9764546072
"Assassin's Pearl Impaler",9240.95,11503,24407,63,15,80.335129966096
"Super Mace Skin",130817,396011,619800,48,28,33.033678357419
"Super Axe Skin",113698,445600,658000,48,15,25.515709156194
"Super Warhorn Skin",364540.3,910031,1499498,52,24,40.05800901288
"Super Focus Skin",181382,303031,569900,44,25,59.855922331379
"Super Torch Skin",25735,242013,315000,52,29,10.633726287431
"Super Pistol Skin",269328,1260500,1799800,65,31,21.366759222531
"Super Dagger Skin",239424.45,610571,999997,40,18,39.213203706039
"Super Hammer Skin",135520.55,501011,748863,37,18,27.049416080685
"Magi's Orichalcum Imbued Inscription",2926.3,17810,24398,260,248,16.430656934307
"Occam's Carrion Inscription",37727.3,251184,339898,42,14,15.019786292121
"Theodosus' Cleric Inscription",51671.7,275085,384422,16,7,18.783903157206
"Ebonmane's Apothecary Inscription",71382.55,260186,390083,46,16,27.435200202932
"Soros' Assassin Inscription",43018.65,261100,357789,47,21,16.475928762926
"Stonecleaver's Valkyrie Inscription",80554.65,250084,388989,36,19,32.211037091537
"Beigarth's Knight Inscription",72809.15,250103,379899,37,12,29.111665993611
"Tonn's Sentinel Inscription",52752.8,306785,422988,45,13,17.195364832048
"Zintl Shaman Inscription",64769.65,190185,299949,37,19,34.056129558062
"Angchu Cavalier Inscription",88207.75,200786,339995,42,27,43.931225284631
"Grizzlemouth's Rabid Inscription",57864,230284,339000,66,20,25.127234197773
"Chorben's Soldier Inscription",59004,244444,357000,73,45,24.138043887353
"Leftpaw's Settler Inscription",69811.15,100186,199999,38,10,69.681542331264
"Occam's Carrion Insignia",71747.3,400084,555098,33,13,17.933059057598
"Tateos's Cleric Insignia",132717,360281,580000,37,14,36.837079945931
"Veldrunner Apothecary Insignia",155909.3,150087,359998,157,6,103.87928334899
"Saphir's Assassin Insignia",101246,400082,589800,35,23,25.306312205998
"Gobrech's Valkyrie Insignia",71768.85,428183,588181,41,9,16.76125628528
"Forgemaster's Rampager Insignia",107789.3,400082,597498,55,8,26.941801930604
"Beigarth's Knight Insignia",211920.6,260300,555556,43,13,81.413983864771
"Wei Qi's Sentinel Insignia",79094,470004,646000,40,31,16.82836741815
"Ferratus's Rabid Insignia",60296.35,415286,559511,36,32,14.519234936887
"Hronk's Magi Insignia",74326.15,333586,479899,39,17,22.280956035325
"Leftpaw's Settler Insignia",108108.6,223386,389996,32,17,48.395423168865
"Traveler's Ring",3008.95,5903,10487,38,37,50.97323394884
"Traveler's Amulet",2471.15,6111,10099,64,54,40.43773523155
"Super Hyperbeam Alpha",7764,18499,30900,49,45,41.969836207363
"Glimmerfang",25417.15,32465,68099,66,16,78.290928692438
"Breath of Flame",5970.45,30405,42797,152,51,19.636408485446
"Al'ir'aska",5409.9,41809,55554,149,24,12.939558468272
"Bite of the Ebon Viper",10517.7,25199,42022,89,19,41.73856105401
"Scorchrazor's Fist",4784.75,12974,20895,51,34,36.879528287344
"Handheld Disaster",6558.15,18174,29099,30,14,36.08534169693
"Faithful",6182,40566,55000,96,20,15.239363013361
"Rivetwall",8076,13002,24800,65,20,62.11352099677
"Drakevenom",4527.45,24198,33797,47,15,18.710017356806
"Serpentsniper",6578,11202,20920,56,24,58.721656846992
"Crystalline Blade",34783.25,40767,88885,93,23,85.322074226703
"Blaze of the Serpents",4362.7,12705,20082,101,41,34.338449429359
"Coiler",5759.8,11823,20688,51,17,48.716907722236
"The Hunt",18781,14367,39000,33,21,130.72318507691
"Dire Orrian Axe of Intelligence",12162.5,9077,24990,10,7,133.99250853806
"Dire Orrian Axe of Accuracy",7006,22657,34900,31,14,30.922010857572
"Dire Orrian Dagger of Accuracy",9990,23158,39000,25,21,43.138440279817
"Dire Orrian Dagger of Rage",28250,30466,69080,40,9,92.726317862535
"Dire Orrian Focus of Blood",19521.05,8725,33233,8,6,223.73696275072
"Dire Orrian Focus of Accuracy",7040.3,22757,35058,28,18,30.936854594191
"Dire Orrian Focus of Rage",6140.75,11618,20895,64,20,52.855482871406
"Dire Orrian Longsword of Intelligence",32943,9555,50000,18,10,344.77237048666
"Dire Orrian Longsword of Rage",4729.75,30199,41095,118,22,15.661942448425
"Dire Orrian Spear of Rage",3790.65,13198,19989,39,14,28.721397181391
"Dire Orrian Bow of Accuracy",11413,22585,40000,29,19,50.533539960151
"Dire Orrian Bow of Rage",3018.15,15254,21499,33,28,19.785957781565
"Dire Orrian Mace of Accuracy",10351,20757,36600,11,10,49.867514573397
"Dire Orrian Mace of Rage",5496.6,11498,19996,49,22,47.804835623587
"Dire Orrian Rifle of Intelligence",7406.15,8758,19019,55,40,84.564398264444
"Dire Orrian Rifle of Accuracy",7076.3,22585,34898,28,19,31.331857427496
"Dire Orrian Scepter of Blood",21630,15513,43700,8,6,139.43144459486
"Dire Orrian Shield of Accuracy",11652.75,23157,40955,31,25,50.320637388263
"Dire Orrian Short Bow of Accuracy",10835.5,20400,36750,32,8,53.115196078431
"Dire Orrian Speargun of Blood",10874.6,8007,22216,15,13,135.81366304484
"Dire Orrian Staff of Blood",91325.1,50339,166666,15,7,181.420171239
"Dire Orrian Staff of Intelligence",28516.2,7719,42632,16,13,369.42868247182
"Dire Orrian Staff of Rage",23070.55,26298,58083,101,35,87.727393718153
"Dire Orrian Sabre of Blood",33093.15,28121,72019,13,8,117.6812702251
"Dire Orrian Sabre of Rage",10680.15,27601,45039,39,15,38.694793666896
"Dire Orrian Torch of Blood",10260,7503,20900,13,7,136.74530187925
"Dire Orrian Torch of Rage",6083.75,12270,21595,55,22,49.582314588427
"Dire Orrian Trident of Accuracy",7049.55,23585,36043,32,22,29.88997244011
"Dire Orrian Trident of Rage",5061,13297,21600,31,22,38.061216815823
"Dire Orrian Warhorn of Rage",5027,13076,21300,37,23,38.444478433772
"Dire Orrian Mace of Agony",2630.9,1612,4994,55,15,163.20719602978
"Dire Orrian Sabre of the Geomancer",2029.6,515,2996,67,16,394.09708737864
"Dire Orrian Trident of Agony",2971.3,1360,5098,49,7,218.47794117647
"Dire Orrian Axe of Water",15322.6,5157,24096,39,9,297.12235796005
"Dire Orrian Dagger of Corruption",3586,3382,8200,30,15,106.031933767
"Dire Orrian Dagger of Energy",3534.55,2841,7503,26,12,124.41217881028
"Dire Orrian Focus of Water",8707.7,8462,20202,43,6,102.90356889624
"Dire Orrian Longsword of Corruption",5519.35,2903,9911,42,36,190.12573200138
"Dire Orrian Smasher of Water",4724.2,1217,6992,47,6,388.18405916187
"Dire Orrian Smasher of Corruption",2943,2155,6000,39,16,136.56612529002
"Dire Orrian Bow of Water",4570.65,5703,12089,35,15,80.144660704892
"Dire Orrian Bow of Energy",3731,2642,7500,32,9,141.21877365632
"Dire Orrian Mace of Water",5855.35,2261,9551,55,13,258.97169394073
"Dire Orrian Rifle of Corruption",2629.3,1022,4298,86,19,257.27005870841
"Dire Orrian Scepter of Water",5347.3,3965,10958,22,16,134.86254728878
"Dire Orrian Scepter of Corruption",3380.4,2095,6444,55,24,161.35560859189
"Dire Orrian Shield of Water",5909.4,2575,9984,29,8,229.49126213592
"Dire Orrian Short Bow of Water",4409,4089,10000,24,14,107.82587429689
"Dire Orrian Speargun of Water",2803.6,761,4196,30,7,368.4099868594
"Dire Orrian Staff of Water",21526.6,15052,43036,37,9,143.01488174329
"Dire Orrian Sabre of Water",4639.75,5180,11555,17,12,89.570463320463
"Dire Orrian Sabre of Corruption",5106,1352,7600,38,18,377.66272189349
"Dire Orrian Torch of Water",4479.4,1880,7484,50,17,238.26595744681
"Dire Ceremonial Winged Axe of Intelligence",54517.3,30479,99998,29,8,178.86840119426
"Dire Ceremonial Winged Axe of Rage",13507,14796,33300,61,14,91.288185996215
"Dire Ceremonial Winged Axe of Accuracy",7265,20358,32500,33,18,35.686216720699
"Dire Ceremonial Dagger of Intelligence",49044,35104,99000,40,11,139.71057429353
"Dire Ceremonial Dagger of Accuracy",33287,15161,57000,50,36,219.55675746982
"Dire Ceremonial Dagger of Rage",59685.3,25311,99998,67,11,235.80775157046
"Dire Ceremonial Focus of Accuracy",12999.75,19957,38775,23,12,65.138798416596
"Dire Ceremonial Focus of Rage",45447.8,12765,68488,31,11,356.03446925186
"Dire Ceremonial Scimitar of Intelligence",79273.25,50388,152545,396,6,157.32565293324
"Dire Ceremonial Scimitar of Rage",4347.8,30507,41008,134,65,14.251811059757
"Dire Ceremonial Hammer of Rage",12256.25,18822,36565,81,43,65.116618850282
"Dire Ceremonial Pike of Rage",12648,13700,31000,32,15,92.321167883212
"Dire Ceremonial Longbow of Accuracy",21530.95,13391,41087,34,32,160.78672242551
"Dire Ceremonial Longbow of Rage",4600.15,19197,27999,38,25,23.962858780018
"Dire Ceremonial Morning Star of Rage",5747.5,12092,20990,34,17,47.531425736024
"Dire Ceremonial Pistol of Accuracy",26894.8,14658,48888,23,15,183.48205757948
"Dire Ceremonial Rifle of Intelligence",23864.25,10563,40505,72,9,225.9230332292
"Dire Ceremonial Rifle of Accuracy",24564.65,13589,44889,28,18,180.76863639709
"Dire Ceremonial Rifle of Rage",5152.45,13798,22297,39,35,37.342006087839
"Dire Ceremonial Scepter of Accuracy",31639.15,15159,55059,34,15,208.71528464938
"Dire Ceremonial Bulwark of Accuracy",19436.3,14560,39998,28,11,133.49107142857
"Dire Ceremonial Short Bow of Blood",64749.95,20322,100087,8,7,318.61996850704
"Dire Ceremonial Short Bow of Accuracy",12951.3,16285,34398,28,10,79.529014430457
"Dire Ceremonial Short Bow of Rage",10675.25,20403,36565,63,7,52.321962456501
"Dire Ceremonial Speargun of Accuracy",20841.45,15687,42977,31,10,132.85809906292
"Dire Ceremonial Speargun of Rage",4231.25,12601,19805,42,14,33.57868423141
"Dire Ceremonial Stave of Intelligence",92263.95,31024,145047,39,10,297.39540355854
"Dire Ceremonial Stave of Accuracy",11572,16391,32900,54,28,70.599719358184
"Dire Ceremonial Stave of Rage",4180.15,40017,51999,79,25,10.445935477422
"Dire Ceremonial Sabre of Accuracy",16398,26100,50000,45,22,62.827586206897
"Dire Ceremonial Sabre of Rage",11259.9,32168,51094,38,32,35.003419547376
"Dire Ceremonial Torch of Accuracy",8292.7,18057,31002,21,16,45.925125989921
"Dire Ceremonial Torch of Rage",5179.8,14766,23468,44,18,35.079236082893
"Dire Ceremonial Trident of Accuracy",8186.15,23686,37499,22,12,34.561133158828
"Dire Ceremonial Warhorn of Accuracy",17123.45,15257,38097,32,16,112.23340106181
"Dire Ceremonial Warhorn of Rage",7795.05,12767,24193,41,24,61.056238740503
"Dire Aureate Dirk of Corruption",3827.2,1672,6472,56,27,228.8995215311
"Dire Aureate Dirk of Energy",2410.6,2684,5996,26,10,89.813710879285
"Dire Aureate Highlander Greatsword of Corruption",4586.6,2259,8056,88,13,203.0367419212
"Dire Aureate Highlander Greatsword of Energy",2145,3378,6500,83,32,63.499111900533
"Dire Aureate Highlander Greatsword of Air",3698,4222,9320,730,132,87.588820464235
"Dire Aureate Staff of Corruption",3106.9,1153,5014,75,17,269.46227233304
"Dire Aureate Rinblade of Corruption",2840.35,924,4431,84,12,307.39718614719
"Mini Tequatl the Sunless",26146,160002,219000,314,90,16.341045736928
"Benthic Hydrobreather of the Afflicted",54997.4,200004,300004,102,26,27.498150036999
"Benthic Aquabreather of the Afflicted",50195.45,96000,171997,94,23,52.286927083333
"Swampblack Dye",100881.15,323266,498999,41,35,31.206854417105
"Caustic Dye",394664.1,410000,946666,63,33,96.259536585366
"Toxin Dye",159996.3,690000,999998,68,32,23.187869565217
"Algae Dye",161995.15,790002,1119999,64,28,20.505663276802
"Acid Dye",61849.4,256001,373944,52,31,24.159827500674
"Dire Draconic Pauldrons",17908.85,22941,48061,47,21,78.064818447321
"Magi's Draconic Pauldrons",2325.2,5741,9492,85,45,40.501654763978
"Cavalier's Draconic Legs",5777.75,32041,44495,42,38,18.032364782622
"Dire Draconic Boots",20983.9,12244,39094,62,24,171.38108461287
"Settler's Draconic Boots",2139.95,10104,14407,56,49,21.17923594616
"Cavalier's Draconic Boots",12006,14342,31000,48,47,83.712174034305
"Dire Draconic Gauntlets",19378.45,25412,52697,62,25,76.257083267748
"Settler's Draconic Coat",9519.1,20642,35486,61,42,46.115202015309
"Dire Draconic Helm",10223.8,14244,28788,87,36,71.776186464476
"Dire Exalted Mantle",22831.75,31205,63575,28,17,73.166960423009
"Shaman's Exalted Boots",2159.9,5942,9534,108,47,36.349713901043
"Settler's Exalted Coat",4314.3,6341,12538,38,24,68.038164327393
"Shaman's Exalted Masque",2542.95,5944,9987,68,32,42.781796769852
"Magi's Exalted Pants",3970.15,6142,11899,60,38,64.639368283947
"Settler's Exalted Pants",6524.75,5454,14095,27,23,119.63237990466
"Dire Exalted Gloves",6077.15,40245,54499,21,12,15.100385141011
"Settler's Exalted Gloves",6429.3,6317,14998,75,30,101.77774259934
"Shaman's Exalted Gloves",4860.2,5841,12592,22,21,83.208354733778
"Dire Emblazoned Pants",10277.95,33008,50927,39,33,31.137754483762
"Cavalier's Emblazoned Pants",10247.3,25449,41998,48,26,40.26602224056
"Shaman's Emblazoned Gloves",2490.45,5172,9017,113,59,48.152552204176
"Rabid Emblazoned Boots",7428.8,5054,14688,87,79,146.98852394143
"Dire Emblazoned Shoulders",6767.3,39044,53898,25,18,17.332496670423
"Dire Emblazoned Helm",15483,27015,50000,342,17,57.312604108828
"Settler's Emblazoned Helm",14782.45,6344,24857,76,31,233.01465952081
"Bloodroot of Dreams",305563,450000,888900,24,11,67.902888888889
"Shadewort of Dreams",220081.45,799999,1200097,14,13,27.51021563777
"Wolfsbane of Dreams",525795,527778,1239500,15,10,99.624273842411
"Morbach's Dire Insignia",140076,360487,588900,48,15,38.857434526072
"High-Quality Plastic Fangs",52933.5,62741,136090,48,44,84.368275928022
"Tyria's Best Nougat Center",33232.25,90003,144985,60,52,36.923491439174
"Gibbering Skull",22308.95,35053,67487,638,59,63.643482726158
"Recipe: Superior Rune of Antitoxin",2120.05,10673,15053,321,90,19.863674693151
"Recipe: Superior Sigil of Torment",80872.45,142503,262797,23,7,56.751401724876
"Cyanide Dye",66094,350404,490000,79,40,18.862227600142
"Dreamthistle Dagger Skin",174517,1620001,2111200,51,23,10.772647671205
"Dreamthistle Focus Skin",387736,1180002,1844400,32,15,32.85892735775
"Dreamthistle Greatsword Skin",321498,1200000,1790000,83,16,26.7915
"Dreamthistle Longbow Skin",257497.15,1400000,1949999,54,7,18.392653571429
"Dreamthistle Pistol Skin",599976.3,1100020,1999998,40,10,54.542308321667
"Dreamthistle Shield Skin",594991.9,510001,1299994,41,15,116.66484967677
"Dreamthistle Short Bow Skin",611993,1360005,2320000,58,16,44.999319855442
"Dreamthistle Staff Skin",168998,1310000,1740000,67,19,12.900610687023
"Dreamthistle Warhorn Skin",584967.55,1030203,1900203,6392,7,56.781775048219
"Dreamthistle Trident Skin",739994.15,450003,1399999,39,7,164.44204816412
"Dreamthistle Harpoon Gun Skin",394800,370113,899900,36,7,106.67012506991
"Unopened Endless Mystery Tonic",72364.75,282504,417495,55,37,25.615478010931
"Unopened Endless Mystery Tonic",147246.15,350001,584999,135,23,42.070208370833
"Generous Wintersday Gift",14876.6,70033,99896,1115,43,21.242271500578
"Tormented Axe Skin",98786.15,700211,939999,91,22,14.108054572122
"Tormented Dagger Skin",110001.4,740000,1000004,151,17,14.865054054054
"Tormented Focus Skin",198667.2,600001,939612,68,14,33.111144814759
"Tormented Pistol Skin",74898.15,690099,899999,60,24,10.853247142801
"Tormented Scepter Skin",113397,660101,910000,44,14,17.178734769376
"Tormented Torch Skin",129996,550002,800000,85,20,23.63555041618
"+10 Agony Infusion",69525.3,525301,699798,52,46,13.235326032123
"+11 Agony Infusion",184993,750005,1100000,37,20,24.665568896207
"Fires of Balthazar Skin",121255.85,220001,401481,39,25,55.116044927069
"Prosperity Dye",57257.15,121155,209899,53,49,47.259419751558
"Recipe: Keeper's Harpoon Gun",11844.8,5007,19828,260,36,236.56480926703
"Recipe: Keeper's Brazier",24930.15,10019,41119,290,36,248.8287254217
"Recipe: Keeper's Tassets",210393.3,70103,329998,264,15,300.12025162974
"Recipe: Keeper's Masque",55991.45,80004,159997,262,26,69.98581320934
"Recipe: Keeper's Visor",69895,100103,200000,266,9,69.823082225308
"Recipe: Keeper's Blade",13716.7,20504,40262,306,32,66.897678501756
"Recipe: Keeper's Warfists",154907.15,100005,299899,277,23,154.89940502975
"Recipe: Keeper's Bastion",22456.45,20039,49997,264,25,112.06372573482
"Recipe: Keeper's Breastplate",273376,151622,500000,269,13,180.30101172653
